id	1_pe	2_pe	3_pe	4_pe	5_pe	6_pe	7_pe	8_pe	geneCoordinate	geneSymbol	logFC	LimmaVoom.pvalue	BH.qvalue
ENSMUSG00000040113	45	41	29	42	21	9	20	18	chr1:163702056-163725432	Mettl11b	-1.24227947741471	0.00249239700032674	0.341797546801325
ENSMUSG00000102568	2	6	5	7	3	0	0	0	chr9:91335044-91337267	Gm37040	-2.3834830560528	0.00249664733726417	0.341797546801325
ENSMUSG00000085819	4	5	3	7	1	2	0	1	chr4:149347685-149365477	Ube4bos1	-1.72978737551237	0.0025005704244581	0.341797546801325
ENSMUSG00000049556	8727	8862	7854	8226	9217	12638	10297	11381	chr9:56618275-56685453	Lingo1	0.362473050840999	0.00252228737359103	0.342302353963913
ENSMUSG00000028121	491	695	673	592	523	353	400	380	chr3:122293936-122530391	Bcar3	-0.566795775193154	0.00253076370701817	0.342302353963913
ENSMUSG00000085189	6	1	5	2	0	1	0	0	chr11:5498640-5505899	Gm11963	-2.03379004883468	0.00257649961350945	0.346445023970354
ENSMUSG00000004885	127	134	57	145	24	72	42	25	chr3:87948466-87953576	Crabp2	-1.56586347208356	0.00258821280584804	0.346445023970354
ENSMUSG00000093598	0	0	0	0	1	3	3	1	chr9:122380375-122399001	A730085K08Rik	1.68450885899254	0.0026180209310437	0.348628622332902
ENSMUSG00000027860	226	281	266	193	183	132	169	122	chr3:102153383-102204893	Vangl1	-0.675576492587371	0.0026337845974679	0.348929186107619
ENSMUSG00000037370	216	275	332	253	224	157	140	143	chr10:24637714-24712359	Enpp1	-0.704459234182426	0.00266462646849533	0.351214082587287
ENSMUSG00000021431	425	378	421	355	278	294	329	273	chr13:38204739-38227863	Snrnp48	-0.427001418939287	0.00268340243597399	0.351509091179567
ENSMUSG00000026879	2627	4092	3556	3943	2847	2492	2298	2020	chr2:35256180-35308092	Gsn	-0.548685312545558	0.0026940775742647	0.351509091179567
ENSMUSG00000030994	182	244	201	242	181	107	140	109	chr7:134265579-134385861	D7Ertd443e	-0.713988430038231	0.0027090420139619	0.351685383862773
ENSMUSG00000025422	47094	43001	43595	44455	54348	48323	51666	57517	chr10:127078707-127093369	Agap2	0.247900088299208	0.00273846589916254	0.353398887725213
ENSMUSG00000046618	274	316	196	241	172	183	146	106	chr2:38931778-38963953	Olfml2a	-0.763698944746313	0.00276243405738062	0.353398887725213
ENSMUSG00000003031	2645	2429	2762	2882	2312	2262	2071	2089	chr6:134920201-134925713	Cdkn1b	-0.293931928900052	0.00276419633125182	0.353398887725213
ENSMUSG00000020473	791	1108	738	692	500	691	473	368	chr11:5861747-5872288	Aebp1	-0.723055378017153	0.00277695959619951	0.353398887725213
ENSMUSG00000032380	28	49	41	40	23	16	22	12	chr9:66158023-66272442	Dapk2	-1.18114874830959	0.00280865519940895	0.354381421656887
ENSMUSG00000102749	0	0	0	0	1	3	1	1	chr1:177074284-177075984	Gm37598	1.70189496440304	0.00281222631997619	0.354381421656887
ENSMUSG00000032382	3048	2974	3221	3585	2495	2624	2697	2668	chr9:66087933-66126787	Snx1	-0.287899625689463	0.002836664225357	0.354381421656887
ENSMUSG00000022257	3500	4224	4053	4087	3249	3053	3412	3236	chr15:34237826-34284495	Laptm4b	-0.290246095296768	0.00284953103062198	0.354381421656887
ENSMUSG00000032051	284	340	319	396	251	244	238	212	chr9:51943107-51963733	Fdx1	-0.491401999225487	0.00285881125410957	0.354381421656887
ENSMUSG00000051367	38	31	15	25	6	18	5	3	chr12:73039815-73054087	Six1	-1.96807059346197	0.00289967840738366	0.354381421656887
ENSMUSG00000048277	303	445	347	336	266	251	253	203	chr11:117809468-117814483	Syngr2	-0.548742602954818	0.00290021138659466	0.354381421656887
ENSMUSG00000037820	669	541	485	572	491	378	371	294	chr2:158116202-158146636	Tgm2	-0.577699424638127	0.00290573786550367	0.354381421656887
ENSMUSG00000068452	7	34	22	6	2	4	2	1	chr2:122279047-122298365	Duox2	-2.37224250335412	0.00291710717800993	0.354381421656887
ENSMUSG00000030541	1429	1617	1476	1782	1390	1154	1170	1201	chr7:80094646-80115592	Idh2	-0.357537799113683	0.00292185657710447	0.354381421656887
ENSMUSG00000030087	976	1079	1010	962	875	815	744	818	chr6:90462376-90475438	Klf15	-0.31006369319882	0.00293968161971019	0.354877266185014
ENSMUSG00000000673	4	9	15	8	1	1	4	3	chr17:83831156-83846990	Haao	-2.00723281220672	0.003008092392798	0.355476296755792
ENSMUSG00000040212	65	77	38	52	19	36	24	8	chr7:45917823-45921626	Emp3	-1.49058711050507	0.00301993867198846	0.355476296755792
ENSMUSG00000108854	7	4	2	2	12	11	8	12	chr7:19319917-19342715	RP23-85B15.7	1.54630480297625	0.00306161284831469	0.355476296755792
ENSMUSG00000034818	6519	5762	5628	5080	6745	6923	7200	7217	chr10:81459027-81482909	Celf5	0.294000914180427	0.00306430337716073	0.355476296755792
ENSMUSG00000030351	102	84	108	88	48	69	64	36	chr6:127887389-127954177	Tspan11	-0.845538403031283	0.00306543367381682	0.355476296755792
ENSMUSG00000083819	1	2	4	2	0	0	0	0	chr11:6781478-6783338	Gm11977	-1.74518451637378	0.00307388836185663	0.355476296755792
ENSMUSG00000005656	1887	1753	1918	1954	1579	1644	1537	1469	chr12:54746149-54795903	Snx6	-0.269608307543846	0.00307405740693763	0.355476296755792
ENSMUSG00000031767	187	284	250	212	154	180	136	114	chr8:114133357-114154939	Nudt7	-0.677944284625133	0.00312880974021974	0.355476296755792
ENSMUSG00000006369	630	765	481	708	387	485	473	382	chr15:85205749-85286735	Fbln1	-0.569053488927519	0.00315049098826662	0.355476296755792
ENSMUSG00000028645	4128	4370	4495	4219	3987	3304	3372	2750	chr4:119108511-119138183	Slc2a1	-0.371336317835583	0.00315065332033964	0.355476296755792
ENSMUSG00000026726	32	32	32	17	16	13	7	7	chr2:13276138-13492013	Cubn	-1.40185204739877	0.00315138110220668	0.355476296755792
ENSMUSG00000036469	1500	1374	1283	1583	1761	1820	1691	1790	chr8:65617700-66471837	March1	0.303318477337029	0.00316510205481294	0.355476296755792
ENSMUSG00000048332	813	891	1164	1052	781	621	763	628	chr3:53041328-53261879	Lhfp	-0.48267171691215	0.00316943325977248	0.355476296755792
ENSMUSG00000025509	628	803	762	812	606	561	581	550	chr7:141454998-141460943	Pnpla2	-0.378690727287289	0.00319594194093885	0.355476296755792
ENSMUSG00000003378	7856	7242	6912	6819	8274	8200	8810	9294	chr7:25009649-25072546	Grik5	0.262716965062847	0.00320002389682956	0.355476296755792
ENSMUSG00000097532	2	2	1	0	6	17	8	2	chr3:95427471-95431287	Gm4349	2.31547414400228	0.00322419620091602	0.355476296755792
ENSMUSG00000102379	2	0	0	2	5	8	4	3	chr3:80284923-80334795	Gm37971	1.89757320003602	0.00322497928291495	0.355476296755792
ENSMUSG00000028494	254	252	350	311	209	193	219	171	chr4:86648186-86670260	Plin2	-0.550237449210115	0.00322643860814457	0.355476296755792
ENSMUSG00000029561	113	125	130	131	77	91	91	57	chr5:114896736-114912434	Oasl2	-0.676917538351473	0.00322883999519363	0.355476296755792
ENSMUSG00000038630	1068	936	957	933	1074	1333	1224	1301	chr4:58943428-58958555	Zkscan16	0.33773222446541	0.00325458764180578	0.355476296755792
ENSMUSG00000030742	4	0	0	0	5	3	6	5	chr7:126363624-126369770	Lat	2.35812024113711	0.00325929424933508	0.355476296755792
ENSMUSG00000008540	337	509	519	516	319	342	310	231	chr6:138140116-138156955	Mgst1	-0.639321582869282	0.0032738566625942	0.355476296755792
ENSMUSG00000052397	2982	4324	3730	3556	3032	2788	2514	2631	chr17:6737841-6782984	Ezr	-0.403379699348525	0.00328731352221971	0.355476296755792
ENSMUSG00000036594	79	182	84	83	43	55	45	18	chr17:34282544-34288027	H2-Aa	-1.39567096025327	0.00331625249111869	0.355476296755792
ENSMUSG00000032554	834	1307	1294	1241	969	754	664	536	chr9:103203801-103230644	Trf	-0.687093401191881	0.00333185603649958	0.355476296755792
ENSMUSG00000045031	381	413	420	390	291	339	288	319	chr3:37307549-37312908	Cetn4	-0.375400960227557	0.00334063179162072	0.355476296755792
ENSMUSG00000000708	1058	1558	1510	1259	1073	994	891	708	chr17:53566661-53672920	Kat2b	-0.554064771902002	0.0033799577024005	0.355476296755792
ENSMUSG00000066152	366	403	397	361	281	323	297	269	chr4:62262362-62298611	Slc31a2	-0.385271378278374	0.00339735328250971	0.355476296755792
ENSMUSG00000034459	238	155	134	95	96	70	65	54	chr19:34640671-34650209	Ifit1	-1.08363746369716	0.00340030576129752	0.355476296755792
ENSMUSG00000028036	74	87	46	104	30	47	31	13	chr3:151796302-151837830	Ptgfr	-1.40895470433654	0.00340037572827927	0.355476296755792
ENSMUSG00000024097	3676	3174	3226	3535	2879	2954	2781	2623	chr17:80199889-80207505	Srsf7	-0.275250821621125	0.0034098416879166	0.355476296755792
ENSMUSG00000020326	3646	3925	3636	4178	3330	3243	3125	3174	chr11:40748352-40755511	Ccng1	-0.255079945001909	0.00343167722715554	0.355476296755792
ENSMUSG00000086240	7	7	11	7	2	3	2	4	chr1:28580299-28580972	Gm7846	-1.35906473849466	0.00347491386744336	0.355476296755792
ENSMUSG00000036975	422	405	416	372	306	315	329	312	chr1:119907690-119913408	Tmem177	-0.353150001741939	0.00347964558439799	0.355476296755792
ENSMUSG00000026893	495	522	512	502	456	385	384	339	chr2:62664085-62694309	Gca	-0.384145536195174	0.00348689648221312	0.355476296755792
ENSMUSG00000027166	304	271	327	386	227	238	235	217	chr2:105966509-106003749	Dnajc24	-0.479841100284518	0.00348769699647231	0.355476296755792
ENSMUSG00000024780	2286	2360	2625	2643	2186	2106	1847	1819	chr19:28990294-29017769	Cdc37l1	-0.318936590914781	0.0034988716855965	0.355476296755792
ENSMUSG00000095334	207	265	284	282	229	145	153	111	chr7:126941944-126953073	Gm21984	-0.735719105744978	0.00352826729592719	0.355476296755792
ENSMUSG00000038668	1331	1910	1808	2137	1621	1079	910	888	chr4:58435055-58554098	Lpar1	-0.698856184197316	0.00353161008117492	0.355476296755792
ENSMUSG00000107216	2	0	0	0	5	2	2	4	chr5:130131127-130132024	2210412B16Rik	1.89100427895062	0.00353742717114353	0.355476296755792
ENSMUSG00000000823	1793	1675	1645	1451	2123	1894	2277	1942	chr2:181581903-181593003	Zfp512b	0.327551061115046	0.00357139388045165	0.355476296755792
ENSMUSG00000019139	861	945	733	828	617	712	662	625	chr8:70594281-70597488	Isyna1	-0.360178794103293	0.00357778728187093	0.355476296755792
ENSMUSG00000044258	162	133	203	216	139	90	108	82	chr13:60933955-60936825	Ctla2a	-0.77360550930971	0.00358448815224936	0.355476296755792
ENSMUSG00000029470	377	396	431	400	322	310	296	324	chr5:122707344-122729938	P2rx4	-0.355593482578282	0.00358927201324455	0.355476296755792
ENSMUSG00000020183	737	954	865	765	764	474	575	525	chr10:117629300-117687552	Cpm	-0.522122480944779	0.00359212941633132	0.355476296755792
ENSMUSG00000048424	154	144	121	198	100	105	96	78	chr15:8968226-9066751	Ranbp3l	-0.682259727455802	0.00364126283201422	0.355476296755792
ENSMUSG00000024411	7630	7987	10367	9438	13351	10704	11396	10757	chr18:15389194-15403884	Aqp4	0.388692991023553	0.0036544364812321	0.355476296755792
ENSMUSG00000097831	0	0	1	4	6	5	3	6	chr6:119895959-119902853	4930540M05Rik	1.99816660159705	0.00366968659921684	0.355476296755792
ENSMUSG00000006204	3	5	4	0	0	0	0	0	chr7:131174202-131251145	5430419D17Rik	-2.16571153322633	0.00368403079688761	0.355476296755792
ENSMUSG00000105700	2	5	4	3	1	2	0	0	chr5:49408592-49412032	Gm42772	-1.94622300133373	0.00368954412155137	0.355476296755792
ENSMUSG00000031799	954	1025	1201	1254	895	895	831	721	chr8:72134775-72153342	Tpm4	-0.40413651420934	0.00371890666430634	0.355476296755792
ENSMUSG00000036523	15	24	18	21	9	9	10	7	chr12:16670415-16801086	Greb1	-1.18844251505719	0.00372328318829528	0.355476296755792
ENSMUSG00000030861	3019	3266	3375	3290	2761	2825	2641	2743	chr7:131410401-131449144	Acadsb	-0.238890897703386	0.00373309398147954	0.355476296755792
ENSMUSG00000027082	169	197	162	203	134	133	119	78	chr2:84432655-84476975	Tfpi	-0.675753756872357	0.00375651132158123	0.355476296755792
ENSMUSG00000074170	217	247	279	242	229	137	144	111	chr7:38216772-38228216	Plekhf1	-0.708371707637673	0.00375891423756256	0.355476296755792
ENSMUSG00000040705	3	1	0	0	4	4	6	5	chr7:19417266-19421617	A930016O22Rik	1.91421411518276	0.00376125925031391	0.355476296755792
ENSMUSG00000058396	175	133	89	96	55	78	68	43	chr10:127747076-127751932	Gpr182	-0.982413886385787	0.00376855454259793	0.355476296755792
ENSMUSG00000027985	153	134	157	140	114	107	85	65	chr3:131110271-131224556	Lef1	-0.680365838681631	0.00378088032995319	0.355476296755792
ENSMUSG00000102190	5	1	3	2	0	0	0	0	chr3:45775224-45776094	Gm38166	-1.9515591100503	0.00378202075671353	0.355476296755792
ENSMUSG00000063887	3310	3201	3117	2832	3589	3843	3575	3918	chr3:25426015-26332660	Nlgn1	0.261487280991007	0.00378381833935525	0.355476296755792
ENSMUSG00000021319	45	76	64	55	37	20	28	35	chr13:19622975-19633021	Sfrp4	-0.975299318446958	0.0037840048621136	0.355476296755792
ENSMUSG00000037523	362	384	426	312	262	272	299	244	chr2:131233863-131248225	Mavs	-0.456937235890345	0.0038154825903354	0.35612452778543
ENSMUSG00000031591	1780	1930	1899	2196	1731	1584	1489	1428	chr8:41339997-41374973	Asah1	-0.324035425121883	0.00382650267792961	0.35612452778543
ENSMUSG00000068606	1	3	1	0	5	4	5	5	chr18:60268101-60273467	Gm4841	1.90021582678785	0.00383914759537416	0.35612452778543
ENSMUSG00000019818	3240	4305	3897	3529	3009	3190	2829	2455	chr10:41519214-41531248	Cd164	-0.381162665649528	0.0038501712737516	0.35612452778543
ENSMUSG00000028626	235	238	167	192	143	169	88	80	chr4:121039185-121055522	Col9a2	-0.848589751635587	0.00385983075713867	0.35612452778543
ENSMUSG00000003814	16841	14782	13517	14632	11021	13273	12264	12171	chr8:84841650-84847134	Calr	-0.293218922582984	0.00390520147863785	0.359028380779823
ENSMUSG00000089791	1	0	1	1	2	1	1	2	chr1:98457568-98459362	Gm3555	1.37324619131402	0.00392643090519339	0.359700056754489
ENSMUSG00000032374	246	239	253	177	182	147	142	147	chr9:92542023-92608628	Plod2	-0.560150777646783	0.00397651745509039	0.363001243585884
ENSMUSG00000087473	0	0	0	3	4	10	3	3	chr2:104256472-104275957	Gm13883	2.08361700407693	0.00400561943989451	0.363816725872011
ENSMUSG00000028364	267	269	321	223	386	384	411	320	chr4:63959585-64047215	Tnc	0.480514522122911	0.00401361643080913	0.363816725872011
ENSMUSG00000026207	4656	4292	3954	3890	5219	4812	4920	5208	chr1:75375097-75432520	Speg	0.26643530617559	0.00404646170936476	0.364062767423159
ENSMUSG00000037541	7104	6576	6652	5933	7815	8545	7360	7846	chr7:144001728-144424694	Shank2	0.266068183343932	0.0040579563499538	0.364062767423159
ENSMUSG00000026587	11481	10077	9739	8205	11564	12944	12085	13058	chr1:158362073-158691981	Astn1	0.338310053151876	0.00406664829794112	0.364062767423159
ENSMUSG00000031700	3686	3215	3607	3712	3290	2605	2862	2760	chr8:85492376-85527760	Gpt2	-0.30730474968361	0.00407611650874672	0.364062767423159
ENSMUSG00000105789	10	3	4	2	0	1	0	0	chr3:130730260-130771843	Gm42997	-2.07243410465834	0.00408679269771294	0.364062767423159
ENSMUSG00000043079	7440	6503	5773	5925	7428	8314	7920	7825	chr18:60593773-60660342	Synpo	0.302360020556742	0.00411969940828368	0.364537020957142
ENSMUSG00000054277	831	871	848	878	731	730	711	653	chr15:83299540-83350447	Arfgap3	-0.279426820888233	0.0041203379313883	0.364537020957142
ENSMUSG00000025353	103	119	115	110	84	76	78	64	chr10:128817257-128821831	Ormdl2	-0.568662646592679	0.00416321494182684	0.365961531155215
ENSMUSG00000026393	2431	2699	2663	2859	2401	2197	2101	2094	chr1:138482675-138620341	Nek7	-0.276243320006021	0.00419626580272856	0.365961531155215
ENSMUSG00000073647	86	73	91	75	52	53	49	53	chr18:4198016-4199169	Gm10557	-0.633117565556746	0.00422070812515204	0.365961531155215
ENSMUSG00000020585	9185	10231	10347	11283	9114	8564	8186	8273	chr12:8921464-8938942	Laptm4a	-0.263380236553237	0.00422566945592321	0.365961531155215
ENSMUSG00000035513	843	807	772	881	955	955	1126	1073	chr2:29194341-29253205	Ntng2	0.312938165268254	0.00423691569568709	0.365961531155215
ENSMUSG00000098985	0	0	0	2	2	8	4	2	chr9:36812933-36814074	Gm27219	2.22943292141359	0.00424633483362981	0.365961531155215
ENSMUSG00000027555	80	130	76	96	31	84	43	25	chr3:14641527-14663202	Car13	-1.17791481909565	0.00424932362481913	0.365961531155215
ENSMUSG00000026047	199	191	181	185	162	122	132	128	chr1:44106346-44119008	Kdelc1	-0.482601636289236	0.00424976617428832	0.365961531155215
ENSMUSG00000030717	159	173	162	168	113	135	91	54	chr7:126623049-126631061	Nupr1	-0.820415657364773	0.00427742917228938	0.367119950953235
ENSMUSG00000104784	17	30	22	25	12	10	10	11	chr5:44226387-44243748	Gm42984	-1.07534698907712	0.00429896196272177	0.367557400961956
ENSMUSG00000039193	7	4	8	8	2	1	2	4	chr17:74426095-74459308	Nlrc4	-1.62946189925886	0.00433337444640585	0.367557400961956
ENSMUSG00000047495	2019	1874	1873	1441	2172	2277	2267	2631	chr8:14095665-14847880	Dlgap2	0.382408838558335	0.00434756642398475	0.367557400961956
ENSMUSG00000037579	3226	2908	2582	2972	3507	3616	3455	3481	chr15:99224776-99243017	Kcnh3	0.270713789781353	0.00434807997273065	0.367557400961956
ENSMUSG00000024883	2764	2444	2550	2412	2842	2958	3181	3438	chr19:5050608-5057271	Rin1	0.286616961404907	0.00436936033813916	0.367557400961956
ENSMUSG00000030847	421	423	537	404	363	264	351	306	chr7:128523416-128547181	Bag3	-0.477744089873811	0.00438118433161391	0.367557400961956
ENSMUSG00000101502	1	0	1	0	1	3	0	4	chr9:97178979-97180176	Rpl7a-ps10	1.6722311948393	0.00438211966773563	0.367557400961956
ENSMUSG00000038388	1492	1452	1498	1631	1310	1320	1249	1150	chr6:50110041-50199139	Mpp6	-0.273323571784768	0.00444765821595792	0.371847256799537
ENSMUSG00000004040	2298	2290	2305	2097	1998	1769	1973	1682	chr11:100884898-100939740	Stat3	-0.279102638001128	0.00448452015187848	0.372337031566205
ENSMUSG00000040181	238	286	268	301	213	216	191	150	chr1:162829361-162866810	Fmo1	-0.512815390505186	0.00452126436947642	0.372337031566205
ENSMUSG00000024905	0	0	1	3	5	3	2	6	chr19:3388657-3408023	Mtl5	1.92908567980395	0.00452168770786992	0.372337031566205
ENSMUSG00000073633	80	145	127	141	58	81	72	65	chr1:84839641-84900687	Fbxo36	-0.808444715689788	0.00452555769353943	0.372337031566205
ENSMUSG00000098154	2	0	1	3	0	0	0	0	chr8:36372399-36373842	Gm5787	-1.59508432344756	0.00454545064368423	0.372337031566205
ENSMUSG00000046714	65	116	66	58	25	50	30	7	chr8:121115971-121119095	Foxc2	-1.67568235910219	0.00454634327055499	0.372337031566205
ENSMUSG00000040254	473	550	500	514	465	388	350	306	chr5:12383185-12589148	Sema3d	-0.446733458804949	0.00455992093928831	0.372337031566205
ENSMUSG00000036103	466	604	455	378	310	345	304	149	chr18:9707448-9878195	Colec12	-0.827168804195104	0.00457869865795774	0.372337031566205
ENSMUSG00000031688	3	2	7	7	1	0	0	2	chr8:78432810-78436845	Pou4f2	-1.98245790201334	0.00462370169459737	0.372337031566205
ENSMUSG00000001583	0	0	0	0	5	4	1	1	chr11:69850805-69858930	Tnk1	2.04680825618868	0.00462434398486104	0.372337031566205
ENSMUSG00000040147	982	1344	1347	1220	1017	976	845	803	chrX:16709082-16817566	Maob	-0.421605683731982	0.00463004284761259	0.372337031566205
ENSMUSG00000075510	2	1	2	1	4	8	6	3	chr11:102884969-102886931	Fam187a	1.50694283757886	0.00463454085590764	0.372337031566205
ENSMUSG00000075602	705	723	768	883	693	525	593	465	chr15:74994677-74998231	Ly6a	-0.44627211254273	0.00464894399956449	0.372337031566205
ENSMUSG00000019975	478	497	456	516	402	399	392	325	chr10:91082740-91102807	Ikbip	-0.362166998238682	0.0046793953720038	0.372337031566205
ENSMUSG00000027824	1	8	5	7	12	18	15	19	chr3:64081442-64105658	Vmn2r1	1.94698362278016	0.00468362503822331	0.372337031566205
ENSMUSG00000080746	6	3	7	9	3	1	1	0	chr4:149142297-149143588	Rpsa-ps12	-2.08798223925083	0.00469023449007588	0.372337031566205
ENSMUSG00000030168	2922	3406	3781	3199	3172	2395	2167	1939	chr6:119352950-119417904	Adipor2	-0.478713166877288	0.00476368743567437	0.372337031566205
ENSMUSG00000075570	7	7	5	15	1	4	3	2	chr11:99328350-99338166	Krt26	-1.61745015419584	0.00477099545642451	0.372337031566205
ENSMUSG00000032528	619	512	434	459	681	685	730	596	chr9:121642516-121673154	Vipr1	0.4203305545407	0.00477679453656697	0.372337031566205
ENSMUSG00000025597	700	862	817	886	720	662	507	500	chrX:114474133-114561029	Klhl4	-0.463956328497275	0.00478114027178235	0.372337031566205
ENSMUSG00000029828	22	33	30	21	9	19	11	7	chr6:50573102-50596832	4921507P07Rik	-1.21929089187509	0.00479242348532182	0.372337031566205
ENSMUSG00000108657	2	4	4	3	1	0	1	0	chr7:35086636-35091042	RP23-435E16.1	-1.52433236567337	0.00479911362541617	0.372337031566205
